pair_id,imageA,imageB,dimension
508,sampled_images/27291_108.985_34.2304_90_0.png,sampled_images/32755_108.901_34.3581_90_0.png,Greenery
509,sampled_images/25359_109.045_34.3266_90_0.png,sampled_images/29939_108.998_34.3555_90_0.png,Greenery
510,sampled_images/101390_108.876_34.2712_90_0.png,sampled_images/76601_109.076_34.2912_90_0.png,Greenery
511,sampled_images/18201_108.931_34.3284_90_0.png,sampled_images/21771_108.956_34.1609_90_0.png,Greenery
512,sampled_images/53884_108.948_34.2313_90_0.png,sampled_images/91602_108.952_34.2265_90_0.png,Greenery
513,sampled_images/34469_109.042_34.3323_90_0.png,sampled_images/49078_108.917_34.3533_90_0.png,Greenery
514,sampled_images/102528_108.836_34.2431_90_0.png,sampled_images/22898_109.004_34.3976_90_0.png,Greenery
515,sampled_images/44676_108.952_34.2137_90_0.png,sampled_images/9116_109.042_34.3178_90_0.png,Greenery
516,sampled_images/12959_108.862_34.1816_90_0.png,sampled_images/53771_108.934_34.3114_90_0.png,Greenery
517,sampled_images/35717_108.991_34.373_90_0.png,sampled_images/77867_108.891_34.3843_90_0.png,Greenery
518,sampled_images/34446_108.949_34.3037_90_0.png,sampled_images/98809_109.042_34.3625_90_0.png,Greenery
519,sampled_images/100216_109.015_34.3622_90_0.png,sampled_images/76905_108.935_34.1832_90_0.png,Greenery
520,sampled_images/25602_108.922_34.3883_90_0.png,sampled_images/78945_108.997_34.1747_90_0.png,Greenery
521,sampled_images/45951_108.896_34.2525_90_0.png,sampled_images/85380_108.892_34.2067_90_0.png,Greenery
522,sampled_images/41444_108.85_34.3774_90_0.png,sampled_images/5446_109.044_34.2951_90_0.png,Greenery
523,sampled_images/25428_108.929_34.2428_90_0.png,sampled_images/41637_109.089_34.3066_90_0.png,Greenery
524,sampled_images/19616_108.85_34.1441_90_0.png,sampled_images/78538_109.068_34.2761_90_0.png,Greenery
525,sampled_images/261_108.938_34.2608_90_0.png,sampled_images/57172_108.908_34.1721_90_0.png,Greenery
526,sampled_images/80236_109.042_34.3184_90_0.png,sampled_images/90400_108.97_34.2541_90_0.png,Greenery
527,sampled_images/16467_108.845_34.3645_90_0.png,sampled_images/5445_109.044_34.2944_90_0.png,Greenery
528,sampled_images/103576_108.85_34.1878_90_0.png,sampled_images/78236_108.89_34.1994_90_0.png,Greenery
529,sampled_images/10766_109.073_34.2973_90_0.png,sampled_images/23230_108.817_34.2304_90_0.png,Greenery
530,sampled_images/106384_108.944_34.3569_90_0.png,sampled_images/68330_108.92_34.3116_90_0.png,Greenery
531,sampled_images/26628_108.956_34.3313_90_0.png,sampled_images/29003_108.885_34.2337_90_0.png,Greenery
532,sampled_images/18994_108.876_34.2881_90_0.png,sampled_images/63285_108.975_34.2043_90_0.png,Greenery
533,sampled_images/103745_108.942_34.259_90_0.png,sampled_images/38067_108.892_34.1943_90_0.png,Greenery
534,sampled_images/104595_108.961_34.28_90_0.png,sampled_images/11936_108.942_34.268_90_0.png,Greenery
535,sampled_images/103521_109.015_34.2103_90_0.png,sampled_images/41637_109.089_34.3066_90_0.png,Greenery
536,sampled_images/26094_108.91_34.1519_90_0.png,sampled_images/88402_108.99_34.3437_90_0.png,Greenery
537,sampled_images/21690_108.836_34.1877_90_0.png,sampled_images/50027_109.003_34.2789_90_0.png,Greenery
538,sampled_images/11936_108.942_34.268_90_0.png,sampled_images/81227_108.943_34.3792_90_0.png,Greenery
539,sampled_images/104514_108.967_34.3379_90_0.png,sampled_images/13942_109.011_34.3603_90_0.png,Greenery
540,sampled_images/31536_108.895_34.2974_90_0.png,sampled_images/50302_108.918_34.3101_90_0.png,Greenery
541,sampled_images/106384_108.944_34.3569_90_0.png,sampled_images/28676_108.954_34.3193_90_0.png,Greenery
542,sampled_images/15918_108.944_34.3314_90_0.png,sampled_images/5964_108.915_34.3548_90_0.png,Greenery
543,sampled_images/102364_108.885_34.2502_90_0.png,sampled_images/26628_108.956_34.3313_90_0.png,Greenery
544,sampled_images/105603_108.918_34.2353_90_0.png,sampled_images/41795_109.053_34.2526_90_0.png,Greenery
545,sampled_images/105540_108.972_34.2366_90_0.png,sampled_images/105934_108.848_34.1955_90_0.png,Greenery
546,sampled_images/12959_108.862_34.1816_90_0.png,sampled_images/35204_108.816_34.2538_90_0.png,Greenery
547,sampled_images/109569_109.034_34.3219_90_0.png,sampled_images/46503_108.897_34.1592_90_0.png,Greenery
548,sampled_images/105684_108.922_34.2329_90_0.png,sampled_images/85380_108.892_34.2067_90_0.png,Greenery
549,sampled_images/102528_108.836_34.2431_90_0.png,sampled_images/62748_108.895_34.1901_90_0.png,Greenery
550,sampled_images/104668_108.959_34.2267_90_0.png,sampled_images/25068_108.986_34.3186_90_0.png,Greenery
551,sampled_images/36064_108.934_34.3616_90_0.png,sampled_images/57609_108.984_34.2852_90_0.png,Greenery
552,sampled_images/14963_109.042_34.2961_90_0.png,sampled_images/39230_108.886_34.2581_90_0.png,Greenery
553,sampled_images/12207_108.903_34.1863_90_0.png,sampled_images/93620_108.977_34.3796_90_0.png,Greenery
554,sampled_images/24940_108.992_34.1657_90_0.png,sampled_images/91239_108.818_34.164_90_0.png,Greenery
555,sampled_images/104514_108.967_34.3379_90_0.png,sampled_images/78538_109.068_34.2761_90_0.png,Greenery
556,sampled_images/25602_108.922_34.3883_90_0.png,sampled_images/69512_108.989_34.3635_90_0.png,Greenery
557,sampled_images/62396_108.945_34.1741_90_0.png,sampled_images/75908_108.927_34.2402_90_0.png,Greenery
558,sampled_images/12959_108.862_34.1816_90_0.png,sampled_images/16469_108.843_34.3638_90_0.png,Greenery
559,sampled_images/62839_109.045_34.3281_90_0.png,sampled_images/77716_108.826_34.1252_90_0.png,Greenery
560,sampled_images/20368_108.877_34.2343_90_0.png,sampled_images/52391_108.934_34.2582_90_0.png,Greenery
561,sampled_images/103964_108.916_34.2355_90_0.png,sampled_images/93620_108.977_34.3796_90_0.png,Greenery
562,sampled_images/10766_109.073_34.2973_90_0.png,sampled_images/81227_108.943_34.3792_90_0.png,Greenery
563,sampled_images/104456_108.925_34.3505_90_0.png,sampled_images/261_108.938_34.2608_180_0.png,Greenery
564,sampled_images/11670_108.878_34.1875_90_0.png,sampled_images/32755_108.901_34.3581_90_0.png,Greenery
565,sampled_images/24256_108.836_34.1486_90_0.png,sampled_images/90400_108.97_34.2541_90_0.png,Greenery
566,sampled_images/26734_108.887_34.1504_90_0.png,sampled_images/86097_109.022_34.2001_90_0.png,Greenery
567,sampled_images/103956_108.91_34.2384_90_0.png,sampled_images/86626_108.959_34.2428_90_0.png,Greenery
568,sampled_images/39230_108.886_34.2581_90_0.png,sampled_images/74483_109.081_34.3741_90_0.png,Greenery
569,sampled_images/10051_108.886_34.2673_90_0.png,sampled_images/68751_108.862_34.2784_90_0.png,Greenery
570,sampled_images/5875_108.952_34.2428_90_0.png,sampled_images/69862_108.988_34.2136_90_0.png,Greenery
571,sampled_images/20720_108.932_34.3119_90_0.png,sampled_images/40191_108.991_34.3446_90_0.png,Greenery
572,sampled_images/104668_108.959_34.2267_90_0.png,sampled_images/20053_108.942_34.2668_90_0.png,Greenery
573,sampled_images/100216_109.015_34.3622_90_0.png,sampled_images/90400_108.97_34.2541_90_0.png,Greenery
574,sampled_images/106225_108.9_34.1885_90_0.png,sampled_images/92660_108.868_34.1602_90_0.png,Greenery
575,sampled_images/21542_108.977_34.3675_90_0.png,sampled_images/41054_109.06_34.292_90_0.png,Greenery
576,sampled_images/288_108.862_34.3524_270_0.png,sampled_images/64512_108.859_34.3495_90_0.png,Greenery
577,sampled_images/21070_109.006_34.3156_90_0.png,sampled_images/74698_109.046_34.2405_90_0.png,Greenery
578,sampled_images/262_108.939_34.2608_0_0.png,sampled_images/47193_108.838_34.2343_90_0.png,Greenery
579,sampled_images/103745_108.942_34.259_90_0.png,sampled_images/24506_108.959_34.2552_90_0.png,Greenery
580,sampled_images/28676_108.954_34.3193_90_0.png,sampled_images/77867_108.891_34.3843_90_0.png,Greenery
581,sampled_images/103585_108.858_34.1888_90_0.png,sampled_images/9116_109.042_34.3178_90_0.png,Greenery
582,sampled_images/13783_108.837_34.1954_90_0.png,sampled_images/47193_108.838_34.2343_90_0.png,Greenery
583,sampled_images/24993_108.991_34.1716_90_0.png,sampled_images/32717_108.98_34.2521_90_0.png,Greenery
584,sampled_images/17230_108.971_34.2526_90_0.png,sampled_images/24256_108.836_34.1486_90_0.png,Greenery
585,sampled_images/261_108.938_34.2608_270_0.png,sampled_images/61272_108.956_34.1636_90_0.png,Greenery
586,sampled_images/20018_108.943_34.2928_90_0.png,sampled_images/46216_108.966_34.2859_90_0.png,Greenery
587,sampled_images/102364_108.885_34.2502_90_0.png,sampled_images/29939_108.998_34.3555_90_0.png,Greenery
588,sampled_images/2584_108.991_34.3125_90_0.png,sampled_images/62154_108.964_34.148_90_0.png,Greenery
589,sampled_images/40191_108.991_34.3446_90_0.png,sampled_images/84047_108.97_34.1583_90_0.png,Greenery
590,sampled_images/21771_108.956_34.1609_90_0.png,sampled_images/96888_108.869_34.1739_90_0.png,Greenery
591,sampled_images/103945_108.904_34.2395_90_0.png,sampled_images/56073_109.051_34.3348_90_0.png,Greenery
592,sampled_images/11377_108.843_34.2431_90_0.png,sampled_images/54730_109.07_34.2796_90_0.png,Greenery
593,sampled_images/19046_108.842_34.2925_90_0.png,sampled_images/29897_108.934_34.2174_90_0.png,Greenery
594,sampled_images/107290_109.065_34.287_90_0.png,sampled_images/34242_108.872_34.2134_90_0.png,Greenery
595,sampled_images/29003_108.885_34.2337_90_0.png,sampled_images/96814_109.058_34.2483_90_0.png,Greenery
596,sampled_images/21028_109.004_34.2919_90_0.png,sampled_images/40671_108.885_34.2103_90_0.png,Greenery
597,sampled_images/100216_109.015_34.3622_90_0.png,sampled_images/102702_108.954_34.3738_90_0.png,Greenery
598,sampled_images/63628_108.918_34.2889_90_0.png,sampled_images/90354_108.931_34.3859_90_0.png,Greenery
599,sampled_images/103597_108.869_34.1898_90_0.png,sampled_images/74053_108.864_34.1903_90_0.png,Greenery
600,sampled_images/102364_108.885_34.2502_90_0.png,sampled_images/5376_108.913_34.2203_90_0.png,Greenery
601,sampled_images/102702_108.954_34.3738_90_0.png,sampled_images/105540_108.972_34.2366_90_0.png,Greenery
602,sampled_images/21830_108.984_34.2523_90_0.png,sampled_images/26637_108.964_34.3313_90_0.png,Greenery
603,sampled_images/24264_108.841_34.1528_90_0.png,sampled_images/26479_109.023_34.3423_90_0.png,Greenery
604,sampled_images/16469_108.843_34.3638_90_0.png,sampled_images/17230_108.971_34.2526_90_0.png,Greenery
605,sampled_images/44849_108.809_34.1146_90_0.png,sampled_images/62396_108.945_34.1741_90_0.png,Greenery
606,sampled_images/101916_108.942_34.3218_90_0.png,sampled_images/27307_108.996_34.2369_90_0.png,Greenery
607,sampled_images/22573_109.011_34.2613_90_0.png,sampled_images/24993_108.991_34.1716_90_0.png,Greenery
608,sampled_images/103272_108.93_34.1891_90_0.png,sampled_images/56284_108.94_34.2972_90_0.png,Greenery
609,sampled_images/288_108.862_34.3524_180_0.png,sampled_images/39725_109.054_34.3565_90_0.png,Greenery
610,sampled_images/42376_109.074_34.283_90_0.png,sampled_images/62445_109.043_34.3217_90_0.png,Greenery
611,sampled_images/109569_109.034_34.3219_90_0.png,sampled_images/75847_108.887_34.2729_90_0.png,Greenery
612,sampled_images/34862_108.909_34.2242_90_0.png,sampled_images/81227_108.943_34.3792_90_0.png,Greenery
613,sampled_images/42376_109.074_34.283_90_0.png,sampled_images/5875_108.952_34.2428_90_0.png,Greenery
614,sampled_images/109563_109.029_34.3233_90_0.png,sampled_images/47193_108.838_34.2343_90_0.png,Greenery
615,sampled_images/16467_108.845_34.3645_90_0.png,sampled_images/33804_109.044_34.2981_90_0.png,Greenery
616,sampled_images/103576_108.85_34.1878_90_0.png,sampled_images/16469_108.843_34.3638_90_0.png,Greenery
617,sampled_images/102855_108.947_34.363_90_0.png,sampled_images/19272_108.807_34.1177_90_0.png,Greenery
618,sampled_images/46720_108.857_34.2062_90_0.png,sampled_images/76270_108.956_34.3343_90_0.png,Greenery
619,sampled_images/35717_108.991_34.373_90_0.png,sampled_images/81227_108.943_34.3792_90_0.png,Greenery
620,sampled_images/42376_109.074_34.283_90_0.png,sampled_images/88278_109.002_34.237_90_0.png,Greenery
621,sampled_images/104425_108.925_34.3735_90_0.png,sampled_images/18201_108.931_34.3284_90_0.png,Greenery
622,sampled_images/16467_108.845_34.3645_90_0.png,sampled_images/34951_108.87_34.2073_90_0.png,Greenery
623,sampled_images/104425_108.925_34.3735_90_0.png,sampled_images/6507_109.041_34.2574_90_0.png,Greenery
624,sampled_images/101390_108.876_34.2712_90_0.png,sampled_images/70284_108.938_34.2701_90_0.png,Greenery
625,sampled_images/75908_108.927_34.2402_90_0.png,sampled_images/76601_109.076_34.2912_90_0.png,Greenery
626,sampled_images/21690_108.836_34.1877_90_0.png,sampled_images/27107_109.05_34.2365_90_0.png,Greenery
627,sampled_images/109587_108.933_34.3782_90_0.png,sampled_images/76208_108.86_34.3313_90_0.png,Greenery
628,sampled_images/108619_108.886_34.2799_90_0.png,sampled_images/62839_109.045_34.3281_90_0.png,Greenery
629,sampled_images/57297_108.953_34.2133_90_0.png,sampled_images/61272_108.956_34.1636_90_0.png,Greenery
630,sampled_images/25418_108.938_34.2428_90_0.png,sampled_images/52391_108.934_34.2582_90_0.png,Greenery
631,sampled_images/17230_108.971_34.2526_90_0.png,sampled_images/38067_108.892_34.1943_90_0.png,Greenery
632,sampled_images/26419_108.991_34.1789_90_0.png,sampled_images/29003_108.885_34.2337_90_0.png,Greenery
633,sampled_images/74698_109.046_34.2405_90_0.png,sampled_images/98809_109.042_34.3625_90_0.png,Greenery
634,sampled_images/105584_108.934_34.2317_90_0.png,sampled_images/22715_108.921_34.3796_90_0.png,Greenery
635,sampled_images/50027_109.003_34.2789_90_0.png,sampled_images/69512_108.989_34.3635_90_0.png,Greenery
636,sampled_images/28676_108.954_34.3193_90_0.png,sampled_images/34598_108.972_34.2685_90_0.png,Greenery
637,sampled_images/25602_108.922_34.3883_90_0.png,sampled_images/50027_109.003_34.2789_90_0.png,Greenery
638,sampled_images/105584_108.934_34.2317_90_0.png,sampled_images/21070_109.006_34.3156_90_0.png,Greenery
639,sampled_images/26917_108.928_34.3116_90_0.png,sampled_images/85333_108.922_34.1891_90_0.png,Greenery
640,sampled_images/22898_109.004_34.3976_90_0.png,sampled_images/90592_108.925_34.2385_90_0.png,Greenery
641,sampled_images/40671_108.885_34.2103_90_0.png,sampled_images/88402_108.99_34.3437_90_0.png,Greenery
642,sampled_images/34519_108.897_34.2805_90_0.png,sampled_images/5446_109.044_34.2951_90_0.png,Greenery
643,sampled_images/46720_108.857_34.2062_90_0.png,sampled_images/76905_108.935_34.1832_90_0.png,Greenery
644,sampled_images/105603_108.918_34.2353_90_0.png,sampled_images/36064_108.934_34.3616_90_0.png,Greenery
645,sampled_images/26419_108.991_34.1789_90_0.png,sampled_images/8152_109.059_34.2691_90_0.png,Greenery
646,sampled_images/56073_109.051_34.3348_90_0.png,sampled_images/62748_108.895_34.1901_90_0.png,Greenery
647,sampled_images/101390_108.876_34.2712_90_0.png,sampled_images/79920_108.875_34.1625_90_0.png,Greenery
648,sampled_images/108619_108.886_34.2799_90_0.png,sampled_images/40976_108.835_34.2682_90_0.png,Greenery
649,sampled_images/104668_108.959_34.2267_90_0.png,sampled_images/16469_108.843_34.3638_90_0.png,Greenery
650,sampled_images/60624_108.851_34.2001_90_0.png,sampled_images/63449_108.919_34.3079_90_0.png,Greenery
651,sampled_images/106074_108.934_34.1778_90_0.png,sampled_images/23993_108.868_34.1294_90_0.png,Greenery
652,sampled_images/26479_109.023_34.3423_90_0.png,sampled_images/7216_109.085_34.2975_90_0.png,Greenery
653,sampled_images/105769_109.014_34.2359_90_0.png,sampled_images/105934_108.848_34.1955_90_0.png,Greenery
654,sampled_images/46137_108.858_34.3228_90_0.png,sampled_images/91191_108.891_34.2043_90_0.png,Greenery
655,sampled_images/51721_109.015_34.371_90_0.png,sampled_images/63285_108.975_34.2043_90_0.png,Greenery
656,sampled_images/105769_109.014_34.2359_90_0.png,sampled_images/44849_108.809_34.1146_90_0.png,Greenery
657,sampled_images/22573_109.011_34.2613_90_0.png,sampled_images/24264_108.841_34.1528_90_0.png,Greenery
658,sampled_images/20053_108.942_34.2668_90_0.png,sampled_images/63285_108.975_34.2043_90_0.png,Greenery
659,sampled_images/12959_108.862_34.1816_90_0.png,sampled_images/288_108.862_34.3524_270_0.png,Greenery
660,sampled_images/76208_108.86_34.3313_90_0.png,sampled_images/86626_108.959_34.2428_90_0.png,Greenery
661,sampled_images/25279_108.899_34.2183_90_0.png,sampled_images/34983_108.867_34.1954_90_0.png,Greenery
662,sampled_images/25418_108.938_34.2428_90_0.png,sampled_images/26637_108.964_34.3313_90_0.png,Greenery
663,sampled_images/31536_108.895_34.2974_90_0.png,sampled_images/77716_108.826_34.1252_90_0.png,Greenery
664,sampled_images/40867_109.059_34.2616_90_0.png,sampled_images/96888_108.869_34.1739_90_0.png,Greenery
665,sampled_images/103597_108.869_34.1898_90_0.png,sampled_images/261_108.938_34.2608_180_0.png,Greenery
666,sampled_images/32755_108.901_34.3581_90_0.png,sampled_images/96888_108.869_34.1739_90_0.png,Greenery
667,sampled_images/26094_108.91_34.1519_90_0.png,sampled_images/62748_108.895_34.1901_90_0.png,Greenery
668,sampled_images/44062_108.954_34.328_90_0.png,sampled_images/76270_108.956_34.3343_90_0.png,Greenery
669,sampled_images/103748_108.943_34.2611_90_0.png,sampled_images/17230_108.971_34.2526_90_0.png,Greenery
670,sampled_images/12333_109.052_34.3429_90_0.png,sampled_images/46503_108.897_34.1592_90_0.png,Greenery
671,sampled_images/7216_109.085_34.2975_90_0.png,sampled_images/77074_108.848_34.3469_90_0.png,Greenery
672,sampled_images/21940_108.91_34.2403_90_0.png,sampled_images/40484_109.027_34.176_90_0.png,Greenery
673,sampled_images/26637_108.964_34.3313_90_0.png,sampled_images/88278_109.002_34.237_90_0.png,Greenery
674,sampled_images/26419_108.991_34.1789_90_0.png,sampled_images/67174_108.915_34.3499_90_0.png,Greenery
675,sampled_images/38780_108.818_34.238_90_0.png,sampled_images/86224_108.978_34.3452_90_0.png,Greenery
676,sampled_images/103576_108.85_34.1878_90_0.png,sampled_images/13942_109.011_34.3603_90_0.png,Greenery
677,sampled_images/26734_108.887_34.1504_90_0.png,sampled_images/47193_108.838_34.2343_90_0.png,Greenery
678,sampled_images/27307_108.996_34.2369_90_0.png,sampled_images/34598_108.972_34.2685_90_0.png,Greenery
679,sampled_images/103276_108.926_34.1893_90_0.png,sampled_images/88278_109.002_34.237_90_0.png,Greenery
680,sampled_images/27307_108.996_34.2369_90_0.png,sampled_images/34951_108.87_34.2073_90_0.png,Greenery
681,sampled_images/24535_108.983_34.2445_90_0.png,sampled_images/74483_109.081_34.3741_90_0.png,Greenery
682,sampled_images/102528_108.836_34.2431_90_0.png,sampled_images/22573_109.011_34.2613_90_0.png,Greenery
683,sampled_images/102855_108.947_34.363_90_0.png,sampled_images/18973_108.895_34.288_90_0.png,Greenery
684,sampled_images/11936_108.942_34.268_90_0.png,sampled_images/24535_108.983_34.2445_90_0.png,Greenery
685,sampled_images/261_108.938_34.2608_180_0.png,sampled_images/261_108.938_34.2608_90_0.png,Greenery
686,sampled_images/20018_108.943_34.2928_90_0.png,sampled_images/40867_109.059_34.2616_90_0.png,Greenery
687,sampled_images/105934_108.848_34.1955_90_0.png,sampled_images/38780_108.818_34.238_90_0.png,Greenery
688,sampled_images/29003_108.885_34.2337_90_0.png,sampled_images/63449_108.919_34.3079_90_0.png,Greenery
689,sampled_images/35717_108.991_34.373_90_0.png,sampled_images/53771_108.934_34.3114_90_0.png,Greenery
690,sampled_images/15918_108.944_34.3314_90_0.png,sampled_images/93915_109.055_34.2785_90_0.png,Greenery
691,sampled_images/75169_108.988_34.2243_90_0.png,sampled_images/85699_109.057_34.3006_90_0.png,Greenery
692,sampled_images/34983_108.867_34.1954_90_0.png,sampled_images/81227_108.943_34.3792_90_0.png,Greenery
693,sampled_images/103276_108.926_34.1893_90_0.png,sampled_images/44849_108.809_34.1146_90_0.png,Greenery
694,sampled_images/61272_108.956_34.1636_90_0.png,sampled_images/80236_109.042_34.3184_90_0.png,Greenery
695,sampled_images/18201_108.931_34.3284_90_0.png,sampled_images/46216_108.966_34.2859_90_0.png,Greenery
696,sampled_images/63449_108.919_34.3079_90_0.png,sampled_images/69512_108.989_34.3635_90_0.png,Greenery
697,sampled_images/288_108.862_34.3524_180_0.png,sampled_images/51721_109.015_34.371_90_0.png,Greenery
698,sampled_images/103597_108.869_34.1898_90_0.png,sampled_images/23230_108.817_34.2304_90_0.png,Greenery
699,sampled_images/109587_108.933_34.3782_90_0.png,sampled_images/54776_109.007_34.2565_90_0.png,Greenery
700,sampled_images/34951_108.87_34.2073_90_0.png,sampled_images/91239_108.818_34.164_90_0.png,Greenery
701,sampled_images/104668_108.959_34.2267_90_0.png,sampled_images/20720_108.932_34.3119_90_0.png,Greenery
702,sampled_images/103222_108.972_34.1893_90_0.png,sampled_images/24506_108.959_34.2552_90_0.png,Greenery
703,sampled_images/105584_108.934_34.2317_90_0.png,sampled_images/34014_109.087_34.3198_90_0.png,Greenery
704,sampled_images/36064_108.934_34.3616_90_0.png,sampled_images/40976_108.835_34.2682_90_0.png,Greenery
705,sampled_images/103597_108.869_34.1898_90_0.png,sampled_images/24506_108.959_34.2552_90_0.png,Greenery
706,sampled_images/18994_108.876_34.2881_90_0.png,sampled_images/45951_108.896_34.2525_90_0.png,Greenery
707,sampled_images/32717_108.98_34.2521_90_0.png,sampled_images/33804_109.044_34.2981_90_0.png,Greenery
708,sampled_images/22573_109.011_34.2613_90_0.png,sampled_images/54965_108.976_34.4056_90_0.png,Greenery
709,sampled_images/21542_108.977_34.3675_90_0.png,sampled_images/35204_108.816_34.2538_90_0.png,Greenery
710,sampled_images/21542_108.977_34.3675_90_0.png,sampled_images/29440_108.837_34.28_90_0.png,Greenery
711,sampled_images/57609_108.984_34.2852_90_0.png,sampled_images/62445_109.043_34.3217_90_0.png,Greenery
712,sampled_images/5964_108.915_34.3548_90_0.png,sampled_images/88851_109.049_34.2245_90_0.png,Greenery
713,sampled_images/103576_108.85_34.1878_90_0.png,sampled_images/18973_108.895_34.288_90_0.png,Greenery
714,sampled_images/102702_108.954_34.3738_90_0.png,sampled_images/41795_109.053_34.2526_90_0.png,Greenery
715,sampled_images/102702_108.954_34.3738_90_0.png,sampled_images/40191_108.991_34.3446_90_0.png,Greenery
716,sampled_images/4198_109.017_34.2308_90_0.png,sampled_images/60624_108.851_34.2001_90_0.png,Greenery
717,sampled_images/103815_108.928_34.2526_90_0.png,sampled_images/44676_108.952_34.2137_90_0.png,Greenery
718,sampled_images/104796_108.984_34.144_90_0.png,sampled_images/80236_109.042_34.3184_90_0.png,Greenery
719,sampled_images/28052_108.898_34.1729_90_0.png,sampled_images/62839_109.045_34.3281_90_0.png,Greenery
720,sampled_images/40976_108.835_34.2682_90_0.png,sampled_images/55779_108.825_34.2525_90_0.png,Greenery
721,sampled_images/13942_109.011_34.3603_90_0.png,sampled_images/25418_108.938_34.2428_90_0.png,Greenery
722,sampled_images/105684_108.922_34.2329_90_0.png,sampled_images/74053_108.864_34.1903_90_0.png,Greenery
723,sampled_images/23596_109.025_34.2526_90_0.png,sampled_images/44676_108.952_34.2137_90_0.png,Greenery
724,sampled_images/75908_108.927_34.2402_90_0.png,sampled_images/98809_109.042_34.3625_90_0.png,Greenery
725,sampled_images/20018_108.943_34.2928_90_0.png,sampled_images/24940_108.992_34.1657_90_0.png,Greenery
726,sampled_images/25359_109.045_34.3266_90_0.png,sampled_images/92660_108.868_34.1602_90_0.png,Greenery
727,sampled_images/104595_108.961_34.28_90_0.png,sampled_images/34282_108.956_34.312_90_0.png,Greenery
728,sampled_images/2584_108.991_34.3125_90_0.png,sampled_images/41444_108.85_34.3774_90_0.png,Greenery
729,sampled_images/45737_108.883_34.2476_90_0.png,sampled_images/85333_108.922_34.1891_90_0.png,Greenery
730,sampled_images/109720_108.894_34.2904_90_0.png,sampled_images/91191_108.891_34.2043_90_0.png,Greenery
731,sampled_images/103730_108.941_34.2512_90_0.png,sampled_images/12333_109.052_34.3429_90_0.png,Greenery
732,sampled_images/62445_109.043_34.3217_90_0.png,sampled_images/86324_108.925_34.3348_90_0.png,Greenery
733,sampled_images/17230_108.971_34.2526_90_0.png,sampled_images/77867_108.891_34.3843_90_0.png,Greenery
734,sampled_images/31456_109.003_34.2442_90_0.png,sampled_images/57172_108.908_34.1721_90_0.png,Greenery
735,sampled_images/101390_108.876_34.2712_90_0.png,sampled_images/23993_108.868_34.1294_90_0.png,Greenery
736,sampled_images/102477_108.898_34.2882_90_0.png,sampled_images/22906_108.812_34.1648_90_0.png,Greenery
737,sampled_images/103944_108.904_34.2388_90_0.png,sampled_images/22573_109.011_34.2613_90_0.png,Greenery
738,sampled_images/28676_108.954_34.3193_90_0.png,sampled_images/33804_109.044_34.2981_90_0.png,Greenery
739,sampled_images/5875_108.952_34.2428_90_0.png,sampled_images/89929_108.791_34.1752_90_0.png,Greenery
740,sampled_images/24560_108.984_34.2408_90_0.png,sampled_images/41054_109.06_34.292_90_0.png,Greenery
741,sampled_images/56073_109.051_34.3348_90_0.png,sampled_images/62396_108.945_34.1741_90_0.png,Greenery
742,sampled_images/18973_108.895_34.288_90_0.png,sampled_images/262_108.939_34.2608_90_0.png,Greenery
743,sampled_images/103222_108.972_34.1893_90_0.png,sampled_images/5875_108.952_34.2428_90_0.png,Greenery
744,sampled_images/23093_108.865_34.2049_90_0.png,sampled_images/91191_108.891_34.2043_90_0.png,Greenery
745,sampled_images/16469_108.843_34.3638_90_0.png,sampled_images/288_108.862_34.3524_270_0.png,Greenery
746,sampled_images/102477_108.898_34.2882_90_0.png,sampled_images/102702_108.954_34.3738_90_0.png,Greenery
747,sampled_images/109705_108.845_34.3292_90_0.png,sampled_images/5453_109.044_34.3003_90_0.png,Greenery
748,sampled_images/13783_108.837_34.1954_90_0.png,sampled_images/24256_108.836_34.1486_90_0.png,Greenery
749,sampled_images/32717_108.98_34.2521_90_0.png,sampled_images/68330_108.92_34.3116_90_0.png,Greenery
750,sampled_images/10051_108.886_34.2673_90_0.png,sampled_images/74783_109.045_34.2309_90_0.png,Greenery
751,sampled_images/62396_108.945_34.1741_90_0.png,sampled_images/90592_108.925_34.2385_90_0.png,Greenery
752,sampled_images/35562_109.012_34.3487_90_0.png,sampled_images/57172_108.908_34.1721_90_0.png,Greenery
753,sampled_images/5445_109.044_34.2944_90_0.png,sampled_images/88278_109.002_34.237_90_0.png,Greenery
754,sampled_images/41795_109.053_34.2526_90_0.png,sampled_images/6507_109.041_34.2574_90_0.png,Greenery
755,sampled_images/34446_108.949_34.3037_90_0.png,sampled_images/6507_109.041_34.2574_90_0.png,Greenery
756,sampled_images/18994_108.876_34.2881_90_0.png,sampled_images/25602_108.922_34.3883_90_0.png,Greenery
757,sampled_images/109670_108.844_34.3041_90_0.png,sampled_images/24560_108.984_34.2408_90_0.png,Greenery
758,sampled_images/16469_108.843_34.3638_90_0.png,sampled_images/40191_108.991_34.3446_90_0.png,Greenery
759,sampled_images/14963_109.042_34.2961_90_0.png,sampled_images/26628_108.956_34.3313_90_0.png,Greenery
760,sampled_images/14963_109.042_34.2961_90_0.png,sampled_images/88851_109.049_34.2245_90_0.png,Greenery
761,sampled_images/29939_108.998_34.3555_90_0.png,sampled_images/40671_108.885_34.2103_90_0.png,Greenery
762,sampled_images/103815_108.928_34.2526_90_0.png,sampled_images/23230_108.817_34.2304_90_0.png,Greenery
